BoAFLC1.1	C9	100.00	133	0	0	217	349	51015915	51016313	3e-68	 237
BoAFLC1.1	C9	67.18	131	42	1	219	349	1758696	1758307	4e-36	 142
BoAFLC1.1	C9	96.30	54	2	0	108	161	51014935	51015096	4e-36	 109
BoAFLC1.1	C9	88.24	34	4	0	78	111	51014843	51014944	4e-36	61.2
BoAFLC1.1	C9	100.00	52	0	0	110	161	51036976	51037131	6e-35	 108
BoAFLC1.1	C9	88.24	34	4	0	78	111	51036878	51036979	6e-35	58.5
BoAFLC1.1	C9	65.35	127	44	0	219	345	51769914	51769534	5e-34	 136
BoAFLC1.1	C9	70.71	99	29	0	242	340	42508130	42508426	2e-33	 134
BoAFLC1.1	C9	63.08	130	48	0	219	348	52643279	52643668	7e-33	 132
BoAFLC1.1	C9	98.39	62	1	0	1	62	51011382	51011567	2e-29	 122
BoAFLC1.1	C9	98.33	60	1	0	1	60	51033935	51034114	8e-28	 117
BoAFLC1.1	C9	100.00	51	0	0	1	51	51059456	51059608	4e-23	 102
BoAFLC1.1	C9	51.11	135	66	0	206	340	20360948	20361352	2e-22	 100
BoAFLC1.1	C9	71.19	59	17	0	1	59	4243027	4242851	3e-19	90.1
BoAFLC1.1	C9	46.43	112	60	0	237	348	37852876	37853211	3e-18	87.0
BoAFLC1.1	C9	47.32	112	59	0	237	348	23299158	23298823	5e-18	86.3
BoAFLC1.1	C9	67.80	59	19	0	1	59	22328491	22328667	8e-18	85.9
BoAFLC1.1	C9	69.49	59	18	0	1	59	28935480	28935656	6e-17	83.2
BoAFLC1.1	C9	63.79	58	21	0	1	58	48322524	48322697	1e-16	82.4
BoAFLC1.1	C9	66.10	59	20	0	1	59	4603275	4603451	1e-16	82.0
BoAFLC1.1	C9	50.63	79	38	1	1	78	45337846	45337610	2e-16	81.6
BoAFLC1.1	C9	62.71	59	22	0	1	59	33580235	33580059	8e-16	79.7
BoAFLC1.1	C9	60.00	60	24	0	1	60	2369073	2369252	9e-16	79.3
BoAFLC1.1	C9	68.52	54	17	0	6	59	49306473	49306634	4e-15	77.4
BoAFLC1.1	C9	59.32	59	24	0	1	59	4325531	4325355	6e-15	77.0
BoAFLC1.1	C9	46.38	69	36	1	2	70	43393703	43393906	2e-12	68.9
BoAFLC1.1	C9	50.65	77	37	1	273	349	8847725	8847498	3e-12	68.6
BoAFLC1.1	C9	35.83	120	77	0	219	338	21035928	21035569	6e-12	67.8
BoAFLC1.1	C9	43.59	117	66	0	219	335	29257543	29257193	1e-11	67.0
BoAFLC1.1	C9	54.72	53	24	0	1	53	21901805	21901963	3e-11	65.9
BoAFLC1.1	C9	40.40	99	59	0	246	344	2053611	2053907	4e-11	65.5
BoAFLC1.1	C9	40.23	87	52	0	249	335	6534126	6533866	6e-11	64.7
BoAFLC1.1	C9	44.57	92	51	0	249	340	23696201	23695926	7e-11	64.7
BoAFLC1.1	C9	41.18	102	60	0	246	347	28934106	28933801	9e-11	64.3
BoAFLC1.1	C9	55.36	56	25	0	283	338	27475483	27475316	1e-10	63.9
BoAFLC1.1	C9	44.09	93	52	0	246	338	43085292	43085570	2e-10	63.2
BoAFLC1.1	C9	39.77	88	53	0	256	343	17951560	17951297	4e-10	62.4
BoAFLC1.1	C9	41.57	89	52	0	252	340	14843268	14843002	4e-10	62.0
BoAFLC1.1	C9	40.45	89	51	2	251	338	43333285	43333022	5e-10	62.0
BoAFLC1.1	C9	38.95	95	58	0	252	346	10392393	10392677	6e-10	61.6
BoAFLC1.1	C9	39.80	98	59	0	246	343	38828980	38829273	7e-10	61.2
BoAFLC1.1	C9	43.18	88	50	0	251	338	54616823	54616560	1e-09	60.8
BoAFLC1.1	C9	37.76	98	55	1	247	338	322708	322415	1e-09	60.8
BoAFLC1.1	C9	39.58	96	58	0	246	341	48285900	48286187	2e-09	60.1
BoAFLC1.1	C9	42.22	90	52	0	249	338	719445	719714	2e-09	59.7
BoAFLC1.1	C9	33.73	166	89	4	196	340	50283316	50283813	3e-09	59.3
BoAFLC1.1	C9	42.22	90	46	2	252	338	2573442	2573182	8e-09	58.2
BoAFLC1.1	C9	38.20	89	53	2	251	338	11613986	11614249	1e-08	57.8
BoAFLC1.1	C9	100.00	26	0	0	189	214	51015664	51015741	1e-08	57.4
BoAFLC1.1	C9	36.90	84	53	0	249	332	27616009	27616260	2e-08	57.0
BoAFLC1.1	C9	37.36	91	51	2	251	338	49795196	49794933	2e-08	56.6
BoAFLC1.1	C9	40.23	87	52	0	252	338	8649433	8649693	3e-08	56.6
BoAFLC1.1	C9	37.50	88	55	0	249	336	53710132	53710395	3e-08	56.2
BoAFLC1.1	C9	44.44	99	55	0	246	344	2256508	2256212	3e-08	56.2
BoAFLC1.1	C9	38.20	89	55	0	252	340	44572485	44572751	6e-08	55.5
BoAFLC1.1	C9	35.35	99	64	0	241	339	13120577	13120873	8e-08	55.1
BoAFLC1.1	C9	66.67	39	13	0	303	341	54674068	54674184	4e-07	52.8
BoAFLC1.1	C9	33.33	120	80	0	219	338	881479	881838	4e-07	52.8
BoAFLC1.1	C9	33.66	101	66	1	249	348	14760264	14759962	4e-07	52.8
BoAFLC1.1	C9	40.23	87	52	0	252	338	32891655	32891395	4e-07	52.4
BoAFLC1.1	C9	38.54	96	58	1	251	345	13221210	13221497	5e-07	52.4
BoAFLC1.1	C9	37.63	93	58	0	246	338	44051523	44051245	5e-07	52.4
BoAFLC1.1	C9	35.92	103	64	1	246	348	12071297	12071599	6e-07	52.0
BoAFLC1.1	C9	36.84	57	36	0	2	58	5347103	5347273	3e-06	50.1
BoAFLC1.1	C9	35.38	65	42	0	249	313	47346400	47346206	4e-06	43.9
BoAFLC1.1	C9	42.86	28	16	0	311	338	47346215	47346132	4e-06	24.6
BoAFLC1.1	C9	31.82	88	60	0	252	339	1396575	1396312	6e-06	48.9
BoAFLC1.1	C9	92.00	25	2	0	189	213	51037931	51038005	6e-06	48.9
BoAFLC1.1	C9	34.78	92	57	2	249	338	26928358	26928630	6e-06	48.9
BoAFLC1.1	C9	38.04	92	55	2	237	327	9766429	9766157	9e-06	48.5
