BoAFLC1.2	C9	100.00	61	0	0	1	61	59460432	59460614	3e-31	 123
BoAFLC1.2	C9	100.00	61	0	0	1	61	59478084	59478266	3e-31	 123
BoAFLC1.2	C9	100.00	61	0	0	1	61	59491108	59491290	3e-31	 123
BoAFLC1.2	C9	69.49	59	18	0	1	59	4792418	4792242	5e-19	87.4
BoAFLC1.2	C9	66.10	59	20	0	1	59	25173807	25173983	2e-17	82.4
BoAFLC1.2	C9	61.19	67	26	0	1	67	5136336	5136536	6e-17	81.3
BoAFLC1.2	C9	62.71	59	22	0	1	59	30501545	30501721	8e-17	80.9
BoAFLC1.2	C9	67.80	59	19	0	1	59	28090778	28090602	1e-16	79.7
BoAFLC1.2	C9	62.07	58	22	0	1	58	56180869	56181042	2e-16	79.3
BoAFLC1.2	C9	53.75	80	34	2	1	78	52632818	52632582	3e-16	79.0
BoAFLC1.2	C9	55.56	72	30	1	1	70	38966819	38966604	9e-16	77.4
BoAFLC1.2	C9	59.02	61	25	0	1	61	38948242	38948060	1e-15	77.0
BoAFLC1.2	C9	59.32	59	24	0	1	59	4874574	4874398	2e-15	76.6
BoAFLC1.2	C9	55.56	63	28	0	1	63	2756467	2756655	3e-15	75.9
BoAFLC1.2	C9	66.67	54	18	0	6	59	57385884	57386045	8e-15	74.3
BoAFLC1.2	C9	44.93	69	37	1	2	70	50348446	50348649	2e-12	67.0
BoAFLC1.2	C9	52.83	53	25	0	1	53	24664686	24664844	5e-11	62.4
BoAFLC1.2	C9	100.00	28	0	0	108	135	59463688	59463771	1e-09	58.2
BoAFLC1.2	C9	100.00	28	0	0	108	135	59482575	59482658	1e-09	58.2
BoAFLC1.2	C9	100.00	28	0	0	108	135	59494271	59494354	1e-09	58.2
BoAFLC1.2	C9	100.00	25	0	0	163	187	59495156	59495230	3e-08	53.9
BoAFLC1.2	C9	96.15	26	1	0	163	188	59464342	59464419	8e-08	52.4
BoAFLC1.2	C9	35.09	57	37	0	2	58	5861989	5862159	2e-06	48.5
